character_id_mal,character_id_anilist,name,alt_names,gender,species_tags,role,age,height_cm,popularity_mal_favorites,popularity_anilist_favorites,anime_id_mal,anime_id_anilist,anime_title,anime_year_start,universe,image_url,validated,sources
208,208,Yuki Souma,Yuki Soma; Prince Yuki; Yunyun; 草摩由希,Male,,Main,16-18,,3943,4349,120,120,Fruits Basket,2001,Fruits Basket,https://cdn.myanimelist.net/images/characters/10/417954.jpg,false,jikan; anilist
103653,88096,Twelve,Hisami Touji; Sphinx #2; ツエルブ（久見冬二）,Male,Magier,Main,17-18,,3939,1546,23283,20661,Zankyou no Terror,2014,Zankyou no Terror,https://cdn.myanimelist.net/images/characters/10/251465.jpg,false,jikan; anilist
193421,209903,Vivy,Diva; Model No. A-035624; ヴィヴィ,Female,,Main,,,3934,3303,46095,128546,Vivy: Fluorite Eye's Song,2021,Vivy: Fluorite Eye's Song,https://cdn.myanimelist.net/images/characters/15/442126.jpg,false,jikan; anilist
196898,222594,Momo Ayase,綾瀬桃,Female,Alien,Main,,,3927,6032,57334,171018,Dandadan,2024,Dandadan,https://cdn.myanimelist.net/images/characters/7/562295.jpg,false,jikan; anilist
157117,127118,Sakura Yamauchi,山内桜良,Female,,Main,17,,3921,3147,36098,99750,Kimi no Suizou wo Tabetai,2018,Kimi no Suizou wo Tabetai,https://cdn.myanimelist.net/images/characters/6/364192.jpg,false,jikan; anilist
57499,57499,Yotsugi Ononoki,斧乃木余接,Female,Dämon; Elf,Supporting,15,,3919,3357,11597,11597,Nisemonogatari,2012,Nisemonogatari,https://cdn.myanimelist.net/images/characters/4/301226.jpg,false,jikan; anilist
127141,123283,Noelle Silva,ノエル・シルヴァ,Female,,Main,15-,161,3919,4519,34572,97940,Black Clover,2017,Black Clover,https://cdn.myanimelist.net/images/characters/14/338844.jpg,false,jikan; anilist
8129,8129,Mizore Shirayuki,Yuki Onna; Stalker Onna; 白雪 みぞれ,Female,Yokai/Geist; Elf,Main,,156,3910,712,2993,2993,Rosario to Vampire,2008,Rosario to Vampire,https://cdn.myanimelist.net/images/characters/9/52786.jpg,false,jikan; anilist
32801,32801,Stocking Anarchy,ストッキング・アナーキー,Female,Dämon; Engel,Main,,,3905,2420,8795,8795,Panty & Stocking with Garterbelt,2010,Panty & Stocking with Garterbelt,https://cdn.myanimelist.net/images/characters/8/101434.jpg,false,jikan; anilist
175947,138595,Anos Voldigoad,Anosh Portikoro; Demon King Anos; Misfit; Demon King of Tyranny; Founder; Hero of the Unitary; The True Demon King; アノス・ヴォルディゴード,Male,Dämon; Elf,Main,1 month+  (2000+ including previous life),,3895,3204,40496,112301,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",2020,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",https://cdn.myanimelist.net/images/characters/13/465356.jpg,false,jikan; anilist
99441,88344,Chise Hatori,Daughter of Thorn; 羽鳥智世,Female,Dämon,Main,16,155,3855,2683,32902,21688,Mahoutsukai no Yome: Hoshi Matsu Hito,2016,Mahoutsukai no Yome: Hoshi Matsu Hito,https://cdn.myanimelist.net/images/characters/15/330649.jpg,false,jikan; anilist
118767,90181,Beatrice,Beako; Betty; Campaign Slayer; ベアトリス,Female,Magier,Supporting,,,3855,3754,31240,21355,Re:Zero kara Hajimeru Isekai Seikatsu,2016,Re:Zero kara Hajimeru Isekai Seikatsu,https://cdn.myanimelist.net/images/characters/2/591066.jpg,false,jikan; anilist
13084,13084,Guido Mista,グイード・ミスタ,Male,,Main,18,,3854,4055,37991,,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,https://cdn.myanimelist.net/images/characters/12/380304.jpg,false,jikan; anilist
12300,12300,Neferpitou,Pitou; ネフェルピトウ,Non-binary,Elf; Jäger,Supporting,,,3850,2326,11061,11061,Hunter x Hunter (2011),2011,Hunter x Hunter (2011),https://cdn.myanimelist.net/images/characters/12/253673.jpg,false,jikan; anilist
151147,136069,Muichirou Tokitou,Mist Hashira; Mist Pillar; 時透無一郎,Male,Dämon,Supporting,14,,3849,4345,38000,101922,Kimetsu no Yaiba,2019,Kimetsu no Yaiba,https://cdn.myanimelist.net/images/characters/5/464903.jpg,false,jikan; anilist
5513,5513,Konjiki no Yami,Yami; Golden Darkness; 金色の闇,Female,Mensch; Drache; Assassine,Supporting,,153,3849,1515,3455,3455,To LOVE-Ru,2008,To LOVE-Ru,https://cdn.myanimelist.net/images/characters/11/226347.jpg,false,jikan; anilist
5801,5801,Ikuto Tsukiyomi,Black Lynx; Mr. Black Cat; Death Rebel; 月詠幾斗,Male,Elf,Main,17,,3831,517,2923,2923,Shugo Chara!,2007,Shugo Chara!,https://cdn.myanimelist.net/images/characters/12/581468.jpg,false,jikan; anilist
161470,126371,Ichika Nakano,いちか; 中野一花,Female,,Main,17-23,159,3830,3084,38101,103572,5-toubun no Hanayome,2019,5-toubun no Hanayome,https://cdn.myanimelist.net/images/characters/12/436646.jpg,false,jikan; anilist
80891,80891,Yuuji Kazami,Agent I-9029; Boomerang; ET-01; Genie; 風見雄二,Male,Dämon; Elf,Main,17,178,3825,1273,17729,17729,Grisaia no Kajitsu,2014,Grisaia no Kajitsu,https://cdn.myanimelist.net/images/characters/14/318431.jpg,false,jikan; anilist
149296,,Mirio Toogata,,,,Supporting,,181,3812,,36456,100166,Boku no Hero Academia 3rd Season,2018,Boku no Hero Academia 3rd Season,https://cdn.myanimelist.net/images/characters/15/349440.jpg,false,jikan
193569,195602,Mahiru Shiina,Angel; Mahirun; 椎名真昼,Female,Engel; Elf; Ork; Paladin; Magier; Bogenschütze/Waldläufer,Main,15-16,155,3808,2752,50739,143338,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,2023,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,https://cdn.myanimelist.net/images/characters/9/468196.jpg,false,jikan; anilist
16342,16342,Hancock Boa,Hebihime; Pirate Empress; Hammock; Snake Princess; ボア・ハンコック,Female,Pirat,Supporting,29-,191,3807,4429,21,21,One Piece,1999,One Piece,https://cdn.myanimelist.net/images/characters/14/146013.jpg,false,jikan; anilist
47163,47163,Chihaya Ayase,Chi-chan; 綾瀬千早,Female,Gott,Main,12-18,167,3805,2007,10800,10800,Chihayafuru,2011,Chihayafuru,https://cdn.myanimelist.net/images/characters/7/136261.jpg,false,jikan; anilist
1694,1694,Neji Hyuuga,日向ネジ,Male,Dämon; Elf; Ork; Ninja,Supporting,"14 (I), 17 (II)",172,3792,2210,20,20,Naruto,2002,Naruto,https://cdn.myanimelist.net/images/characters/2/105538.jpg,false,jikan; anilist
139244,90223,Yuuri Katsuki,Debu/Fatso; Katsudon/Pork Cutlet Bowl; Buta/Pig; Kobuta-chan/Piglet/Little Piggy; 勝生勇利,Male,,Main,23,173,3792,2070,32995,21709,Yuri!!! on Ice,2016,Yuri!!! on Ice,https://cdn.myanimelist.net/images/characters/13/322593.jpg,false,jikan; anilist
98737,89275,Satoru Fujinuma,藤沼悟,Male,Dämon,Main,"10-11 (Past), 29 (Present)",,3790,2577,31043,21234,Boku dake ga Inai Machi,2016,Boku dake ga Inai Machi,https://cdn.myanimelist.net/images/characters/8/298512.jpg,false,jikan; anilist
91119,87507,Dandy,ダンディ,Male,Alien; Jäger,Main,,,3790,1345,20057,20057,Space☆Dandy,2014,Space☆Dandy,https://cdn.myanimelist.net/images/characters/7/231179.jpg,false,jikan; anilist
93273,87654,Hestia,Vesta; Loli Kyonyuu (ロリ巨乳); Loli Big-Boobs; ヘスティア,Female,Gott,Main,,,3773,2959,28121,20920,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,2015,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,https://cdn.myanimelist.net/images/characters/16/285883.jpg,false,jikan; anilist
46163,46163,Niko Yazawa,Niko Yazawa; 矢澤にこ,Female,Elf,Main,17,154,3766,1793,9907,9907,Bokura no Live Kimi to no Life,2010,Bokura no Live Kimi to no Life,https://cdn.myanimelist.net/images/characters/9/200929.jpg,false,jikan; anilist
174463,144674,Yatora Yaguchi,Yakkun; 矢口八虎,Male,Elf,Main,,,3762,4496,46352,128705,Blue Period,2021,Blue Period,https://cdn.myanimelist.net/images/characters/9/391088.jpg,false,jikan; anilist
464,464,Nate River,Near (ニア); N; ネイト・リバー,Male,Mensch; Elf; Ork,Supporting,17-18,,3760,1949,1535,1535,Death Note,2006,Death Note,https://cdn.myanimelist.net/images/characters/13/77339.jpg,false,jikan; anilist
151067,136548,Fushi,Immortal; Holy Fushi; Immortal Demon; Fu; フシ,Male (in his main form; can be any),Ork,Main,,,3749,3708,41025,114535,Fumetsu no Anata e,2021,Fumetsu no Anata e,https://cdn.myanimelist.net/images/characters/11/414023.jpg,false,jikan; anilist
36753,36753,Misogi Kumagawa,Born Loser; Naked Apron-senpai; Defective Product; Good Loser; 球磨川禊,Male,Dämon; Elf,Supporting,,,3744,1357,14527,14527,Medaka Box Abnormal,2012,Medaka Box Abnormal,https://cdn.myanimelist.net/images/characters/15/352595.jpg,false,jikan; anilist
3796,3796,Miria Harvent,ミリア・ハーヴェント,,Dieb/Schurke,Main,,,3737,1265,2251,2251,Baccano!,2007,Baccano!,https://cdn.myanimelist.net/images/characters/16/117857.jpg,false,jikan; anilist
4605,4605,Kyou Fujibayashi,藤林杏,Female,,Supporting,,160,3736,1171,1723,1723,Clannad Movie,2007,Clannad Movie,https://cdn.myanimelist.net/images/characters/11/52002.jpg,false,jikan; anilist
9719,9719,Juvia Lockser,Rain Woman; Juvia of the Great Sea; Juvia of the Deep; ジュビア・ロクサー,Female,Elf; Troll; Fee; Magier,Supporting,,,3729,2272,6702,6702,Fairy Tail,2009,Fairy Tail,https://cdn.myanimelist.net/images/characters/12/262225.jpg,false,jikan; anilist
624,624,Seras Victoria,Police Girl; Draculina; Yuri Kate; Mignonette; Hellsing's New Trump Card; Kitten; セラス・ヴィクトリア,Female,Mensch; Vampir; Priester/Heiler,Main,19-49,,3709,1699,270,270,Hellsing,2001,Hellsing,https://cdn.myanimelist.net/images/characters/15/98944.jpg,false,jikan; anilist
632,632,Mamimi Samejima,サメジマ・マミ美,Female,Gott; Elf; Android/Cyborg,Main,17,,3707,1778,227,227,FLCL,2000,FLCL,https://cdn.myanimelist.net/images/characters/13/218999.jpg,false,jikan; anilist
190996,180887,Dokja Kim,Dokja; 김독자,Male,Dämon,Main,28,,3677,3971,59230,179068,Zenchi-teki na Dokusha no Shiten kara,,Zenchi-teki na Dokusha no Shiten kara,https://cdn.myanimelist.net/images/characters/14/553114.jpg,false,jikan; anilist
22552,22552,Meme Oshino,忍野メメ,Male,Yokai/Geist; Ork; Priester/Heiler,Supporting,30,,3676,2664,5081,5081,Bakemonogatari,2009,Bakemonogatari,https://cdn.myanimelist.net/images/characters/7/532734.jpg,false,jikan; anilist
8446,8446,Franken Stein,Steiny; DWMA's Strongest Meister; フランケン シュタイン,Male,Yokai/Geist; Elf; Zombie; Krieger; Jäger,Supporting,,,3662,1888,3588,3588,Soul Eater,2008,Soul Eater,https://cdn.myanimelist.net/images/characters/3/524076.jpg,false,jikan; anilist
24544,24544,Kirino Kousaka,Kiririn; 高坂桐乃,Female,Dämon,Main,14,165,3661,856,8769,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,2010,Ore no Imouto ga Konnani Kawaii Wake ga Nai,https://cdn.myanimelist.net/images/characters/8/101419.jpg,false,jikan; anilist
4601,4601,Fuuko Ibuki,Fuko; Fuu-chan; Isogai; 伊吹風子,Female,Elf,Main,18,150,3653,1120,2167,2167,Clannad,2007,Clannad,https://cdn.myanimelist.net/images/characters/2/79593.jpg,false,jikan; anilist
1088,,Shunsui Jirou Sakuranosuke Kyouraku,,,Mensch; Elf; Krieger,Supporting,,192,3648,,269,269,Bleach,2004,Bleach,https://cdn.myanimelist.net/images/characters/14/33242.jpg,false,jikan
18323,18323,Shirayuki,白雪,Female,,Main,18,,3642,2138,30123,21058,Akagami no Shirayuki-hime,2015,Akagami no Shirayuki-hime,https://cdn.myanimelist.net/images/characters/11/229461.jpg,false,jikan; anilist
75450,75450,Alice Zuberg,Alice Schuberg; Alicia; Little One; アリス・ツーベルク,Female,Mensch,Main,,,3633,3284,36474,100182,Sword Art Online: Alicization,2018,Sword Art Online: Alicization,https://cdn.myanimelist.net/images/characters/9/561789.jpg,false,jikan; anilist
1902,1902,Deidara,デイダラ,Male,Elf; Ork,Supporting,19,166,3597,1509,20,20,Naruto,2002,Naruto,https://cdn.myanimelist.net/images/characters/9/131319.jpg,false,jikan; anilist
186854,184311,Himmel,ヒンメル,Male,Dämon,Supporting,,,3596,3322,52991,154587,Sousou no Frieren,2023,Sousou no Frieren,https://cdn.myanimelist.net/images/characters/9/523295.jpg,false,jikan; anilist
122103,89226,Tomura Shigaraki,Hand Guy; 死柄木弔,Male,Dämon; Magier,Supporting,20-,,3593,4526,31964,21459,Boku no Hero Academia,2016,Boku no Hero Academia,https://cdn.myanimelist.net/images/characters/14/272139.jpg,false,jikan; anilist
35871,35871,Kyouko Toshinou,歳納京子,Female,,Main,14,156,3588,1194,10495,10495,Yuru Yuri,2011,Yuru Yuri,https://cdn.myanimelist.net/images/characters/2/516864.jpg,false,jikan; anilist
173979,138789,Hae-In Cha,Shizuku Kousaka (向坂雫); Blade Dancer; 차해인,Female,Krieger; Jäger,Supporting,23,,3583,4422,51321,121796,Echo,2016,Echo,https://cdn.myanimelist.net/images/characters/9/536361.jpg,false,jikan; anilist
178722,162969,Seishirou Nagi,凪誠士郎,Male,,Supporting,17-,190,3575,5575,49596,137822,Blue Lock,2022,Blue Lock,https://cdn.myanimelist.net/images/characters/7/509663.jpg,false,jikan; anilist
213390,284158,David Martinez,D; Davey; デイビッド・マルティネズ,Male,Dämon,Main,17-18,,3574,4240,42310,120377,Cyberpunk: Edgerunners,2022,Cyberpunk: Edgerunners,https://cdn.myanimelist.net/images/characters/11/483437.jpg,false,jikan; anilist
747,747,Utena Tenjou,天上ウテナ,Female,,Main,14,,3567,2280,440,440,Shoujo Kakumei Utena,1997,Shoujo Kakumei Utena,https://cdn.myanimelist.net/images/characters/4/332915.jpg,false,jikan; anilist
171851,144665,Sumi Sakurasawa,桜沢墨,Female,Dämon; Elf,Supporting,19,156,3557,3653,40839,113813,"Kanojo, Okarishimasu",2020,"Kanojo, Okarishimasu",https://cdn.myanimelist.net/images/characters/9/484263.jpg,false,jikan; anilist
269,269,Totoro,Oo-totoro (大トトロ); Big Totoro; Big Toto; トトロ,,Gott,Main,,,3554,1864,523,523,Tonari no Totoro,1988,Tonari no Totoro,https://cdn.myanimelist.net/images/characters/16/81225.jpg,false,jikan; anilist
41182,41182,Nezumi,Mouse; Rat; Eve; ネズミ,Male,Elf,Main,16,178,3551,1397,10161,10161,No.6,2011,No.6,https://cdn.myanimelist.net/images/characters/6/123009.jpg,false,jikan; anilist
127643,89426,Chizuru Hishiro,Hishiron; 日代千鶴,Female,,Main,17,,3544,2303,30015,21049,ReLIFE,2016,ReLIFE,https://cdn.myanimelist.net/images/characters/15/493288.jpg,false,jikan; anilist
1424,1424,Shinichi Okazaki,Shin; 岡崎真一,Male,,Supporting,15-22,164,3523,2614,877,877,Nana,2006,Nana,https://cdn.myanimelist.net/images/characters/8/203311.jpg,false,jikan; anilist
41197,41197,Nicolas Brown,Nick; Nico; ニコラス・ブラウン,Male,,Main,34,169,3521,1721,25183,20773,Gangsta.,2015,Gangsta.,https://cdn.myanimelist.net/images/characters/4/222985.jpg,false,jikan; anilist
81645,81645,Atsuko Kagari,Akko; アツコ・カガリ,Female,Dämon; Elf,Main,16,,3520,2428,14349,14349,Little Witch Academia,2013,Little Witch Academia,https://cdn.myanimelist.net/images/characters/3/288756.jpg,false,jikan; anilist
23,23,Kyouya Ootori,Kyo-chan; Mommy; Shadow Prince; Low Blood Pressure Demon Lord; 鳳鏡夜,Male,Elf,Main,17,180,3515,1965,853,853,Ouran Koukou Host Club,2006,Ouran Koukou Host Club,https://cdn.myanimelist.net/images/characters/13/90675.jpg,false,jikan; anilist
31273,31273,Naru Kotoishi,琴石なる,Female,,Main,6-7,,3511,1115,22789,20722,Barakamon,2014,Barakamon,https://cdn.myanimelist.net/images/characters/14/271093.jpg,false,jikan; anilist
175269,147005,Ruka Sarashina,るか; sara_gatangoton; 更科瑠夏,Female,Dämon; Elf; Alien,Supporting,17-,160,3507,3081,40839,113813,"Kanojo, Okarishimasu",2020,"Kanojo, Okarishimasu",https://cdn.myanimelist.net/images/characters/11/409385.jpg,false,jikan; anilist
8087,8087,Jonathan Joestar,JoJo; ジョナサン・ジョースター,Male,Dämon; Yokai/Geist,Supporting,12-20,195,3490,2682,665,665,JoJo no Kimyou na Bouken: Adventure,2000,JoJo no Kimyou na Bouken: Adventure,https://cdn.myanimelist.net/images/characters/10/182715.jpg,false,jikan; anilist
141202,89965,Angelo Lagusa,Avilio Bruno; アヴィリオ,Male,Engel; Elf,Main,,,3474,1821,32998,21711,91 Days,2016,91 Days,https://cdn.myanimelist.net/images/characters/13/451351.jpg,false,jikan; anilist
722,722,Nicholas D. Wolfwood,Nicholas the Chapel; Nicholas the Punisher; ニコラス・D・ウルフウッド,Male,Gott; Ork; Riese,Main,,,3471,1924,6,6,Trigun,1998,Trigun,https://cdn.myanimelist.net/images/characters/2/89610.jpg,false,jikan; anilist
143076,120939,Satanichia Kurumizawa McDowell,Satania (サターニャ); 胡桃沢・サタニキア・マクドウェル,Female,Dämon,Main,,157,3465,1893,33731,21878,Gabriel DropOut,2017,Gabriel DropOut,https://cdn.myanimelist.net/images/characters/12/339560.jpg,false,jikan; anilist
137994,123528,Yuu Koito,小糸侑,Female,,Main,,150,3452,3161,37786,101573,Yagate Kimi ni Naru,2018,Yagate Kimi ni Naru,https://cdn.myanimelist.net/images/characters/9/335726.jpg,false,jikan; anilist
64597,203,Mikoto Suou,Miko-chin; 周防美琴,Female,,Main,,185,3443,51,14467,14467,K,2012,K,https://cdn.myanimelist.net/images/characters/6/552255.jpg,false,jikan; anilist
1789,1789,Ai Enma,Hell Girl (Jigoku Shoujo); 閻魔あい,Female,Dämon; Yokai/Geist,Main,,,3440,701,228,228,Jigoku Shoujo,2005,Jigoku Shoujo,https://cdn.myanimelist.net/images/characters/13/250047.jpg,false,jikan; anilist
175937,149594,Cheng Hua,Lang San (三郎); Xueyu Tanhua (血雨探花); Xiaohua (小花); Hua Chengzhu (花城主); San Ran (サンラン); 花城,Male,Dämon; Elf,Main,800+,,3433,2738,40730,113260,Tian Guan Cifu,2020,Tian Guan Cifu,https://cdn.myanimelist.net/images/characters/2/394616.jpg,false,jikan; anilist
16596,16596,Eiji Niizuma,新妻エイジ,Male,Elf,Supporting,15-26,,3424,770,7674,7674,Bakuman.,2010,Bakuman.,https://cdn.myanimelist.net/images/characters/14/175495.jpg,false,jikan; anilist
227,191241,Chii,Chii; Natsu; 鹿野千夏,Female,,Main,16-,152,3420,1844,59,59,Chobits,2002,Chobits,https://cdn.myanimelist.net/images/characters/6/92991.jpg,false,jikan; anilist
113609,120536,Rosinante Donquixote,Corazón; Cora-san; Second Corazon; ドンキホーテ・ロシナンテ,Male,Pirat,Supporting,26,293,3416,2519,21,21,One Piece,1999,One Piece,https://cdn.myanimelist.net/images/characters/13/288038.jpg,false,jikan; anilist
2948,2948,Shinsuke Takasugi,Hikusugi-kun; 高杉晋助,Male,Dämon; Assassine,Supporting,,170,3413,2701,918,918,Gintama,2006,Gintama,https://cdn.myanimelist.net/images/characters/13/303201.jpg,false,jikan; anilist
93343,88414,Uta,No Face; ウタ,Male,Mensch; Ghoul,Supporting,,177,3412,1695,22319,20605,Tokyo Ghoul,2014,Tokyo Ghoul,https://cdn.myanimelist.net/images/characters/13/259327.jpg,false,jikan; anilist
140,140,Yuu Kanda,Bakanda; 神田ユウ,Male,Dämon; Elf; Ork,Main,17,177,3408,816,1482,1482,D.Gray-man,2006,D.Gray-man,https://cdn.myanimelist.net/images/characters/9/68714.jpg,false,jikan; anilist
81935,81935,Mumen Rider,Mumen Rider; 無免ライダー; License-less Rider; サトル,Male,Mensch,Supporting,Unknown,170,3404,1764,30276,21087,One Punch Man,2015,One Punch Man,https://cdn.myanimelist.net/images/characters/15/344059.jpg,false,jikan; anilist
144581,123182,Iori Kitahara,北原伊織,Male,,Main,"18 (Manga), 20 (Anime)",,3404,2790,37105,100922,Grand Blue,2018,Grand Blue,https://cdn.myanimelist.net/images/characters/8/316802.jpg,false,jikan; anilist
2727,672,San,Yorozuya; Mr. Odd Jobs; Shiroyasha; Gin; Gin-chan; Kintoki; Paako; Ginpachi-sensei; Ginnoji; GFundz; Boss; Ginpachi Sakata (坂田銀八); Corpse Eating Demon; White Yaksha; Gin-san; Tokiko; Ginko; Johnny; Danna; Earth Big Brother; Earth dad; 坂田銀時,Male,Gott; Yokai/Geist; Elf,Main,27,,3403,14781,164,164,Mononoke Hime,1997,Mononoke Hime,https://cdn.myanimelist.net/images/characters/10/198811.jpg,false,jikan; anilist
7095,7095,Akio Furukawa,Akii; the baker Cy Young; 古河秋生,Male,,Supporting,,,3388,1044,1723,1723,Clannad Movie,2007,Clannad Movie,https://cdn.myanimelist.net/images/characters/6/450766.jpg,false,jikan; anilist
1375,1375,Yami Yuugi,Yami no Yuugi (闇の遊戯); Yami Yugi; The Other Yugi; The Other Me; Pharaoh; Nameless Pharaoh; 闇遊戯,Male,Yokai/Geist; Elf,Main,,153,3371,1599,481,481,Yu☆Gi☆Oh! Duel Monsters,2000,Yu☆Gi☆Oh! Duel Monsters,https://cdn.myanimelist.net/images/characters/13/78304.jpg,false,jikan; anilist
7089,7089,Mikoto Urabe,卜部美琴,Female,,Main,16,162,3351,1166,12467,12467,Nazo no Kanojo X,2012,Nazo no Kanojo X,https://cdn.myanimelist.net/images/characters/5/168007.jpg,false,jikan; anilist
173220,145343,Keisuke Baji,Poindexter; 場地圭介,Male,Elf,Supporting,15,175,3345,3980,42249,120120,Tokyo Revengers,2021,Tokyo Revengers,https://cdn.myanimelist.net/images/characters/10/387998.jpg,false,jikan; anilist
152120,124576,Nadeshiko Kagamihara,Fujiko; Nade-chan; Mamashiko; Nabeshiko; 各務原なでしこ,Female,,Main,,,3344,2965,34798,98444,Yuru Camp△,2018,Yuru Camp△,https://cdn.myanimelist.net/images/characters/2/366169.jpg,false,jikan; anilist
3195,3195,Feitan Portor,Fei; フェイタン,Male,Ork; Magier; Assassine,Supporting,,,3339,3733,136,136,Hunter x Hunter,1999,Hunter x Hunter,https://cdn.myanimelist.net/images/characters/10/174721.jpg,false,jikan; anilist
7,7,Orihime Inoue,Hime; 井上織姫,Female,Dämon; Yokai/Geist; Elf; Android/Cyborg; Magier,Main,15-29,157,3337,2726,269,269,Bleach,2004,Bleach,https://cdn.myanimelist.net/images/characters/9/505076.jpg,false,jikan; anilist
174750,170266,Pochita,Chainsaw no Akuma (チェンソーの悪魔); Chainsaw Devil; ポチタ,Male,,Supporting,,,3335,4417,44511,127230,Chainsaw Man,2022,Chainsaw Man,https://cdn.myanimelist.net/images/characters/7/391655.jpg,false,jikan; anilist
67749,67749,Shin-ah,Blue Dragon; Sinha; シンア,Male,Drache,Main,18,180,3332,2514,25013,20770,Akatsuki no Yona,2014,Akatsuki no Yona,https://cdn.myanimelist.net/images/characters/12/312327.jpg,false,jikan; anilist
162597,128299,Keigo Takami,Hawks (ホークス); 鷹見啓悟,Male,,Supporting,"22 (first appearance), 23 (current)",,3317,3630,38408,104276,Boku no Hero Academia 4th Season,2019,Boku no Hero Academia 4th Season,https://cdn.myanimelist.net/images/characters/5/408739.jpg,false,jikan; anilist
46305,46305,Kuroyukihime,Black Snow Princess; Snow Black; Black King; Black Lotus; Hime; Princess Snow Black; 黒雪姫,Female,Dämon,Main,14-15,159,3305,780,11759,11759,Accel World,2012,Accel World,https://cdn.myanimelist.net/images/characters/3/185407.jpg,false,jikan; anilist
35255,35255,Suzuha Amane,Suzu; Part-Time Warrior; 008; Suzu-meow; The Silent Slaughterer; 阿万音鈴羽,Female,,Supporting,18,163,3305,2863,9253,9253,Steins;Gate,2011,Steins;Gate,https://cdn.myanimelist.net/images/characters/3/148223.jpg,false,jikan; anilist
2163,2163,Yin,銀,Female,Mensch; Yokai/Geist; Elf,Main,17,,3304,723,2025,2025,Darker than Black: Kuro no Keiyakusha,2007,Darker than Black: Kuro no Keiyakusha,https://cdn.myanimelist.net/images/characters/2/80129.jpg,false,jikan; anilist
64573,64573,Xin,Shin Ri; Shin Li; 李信,Male,,Main,,,3301,2157,12031,12031,Kingdom,2012,Kingdom,https://cdn.myanimelist.net/images/characters/2/241101.jpg,false,jikan; anilist
463,463,Mihael Keehl,Mello; ミハエル・ケール,Male,,Supporting,13-15 (Pre-timeskip); 19-20 (Post-timeskip),,3299,1901,1535,1535,Death Note,2006,Death Note,https://cdn.myanimelist.net/images/characters/2/31498.jpg,false,jikan; anilist
136805,121516,Taki Tachibana,立花瀧,Male,,Main,14-17,,3294,2541,32281,21519,Kimi no Na wa.,2016,Kimi no Na wa.,https://cdn.myanimelist.net/images/characters/6/311593.jpg,false,jikan; anilist
140106,122464,Ouzen,Ozen; The Immovable; The Immovable Sovereign; オーゼン,Female,Elf; Krieger,Supporting,,,3293,2120,34599,97986,Made in Abyss,2017,Made in Abyss,https://cdn.myanimelist.net/images/characters/11/358342.jpg,false,jikan; anilist
2867,2867,Kei Kurono,Midday Lantern; 玄野計,Male,Dämon,Main,17,168,3292,921,384,384,Gantz,2004,Gantz,https://cdn.myanimelist.net/images/characters/16/513810.jpg,false,jikan; anilist
134463,122189,Hirotaka Nifuji,Hiro; Hirotakantius; 二藤宏高,Male,,Main,26,184,3282,4148,35968,99578,Wotaku ni Koi wa Muzukashii,2018,Wotaku ni Koi wa Muzukashii,https://cdn.myanimelist.net/images/characters/3/348857.jpg,false,jikan; anilist
128910,123213,Suzune Horikita,Muddykita; 堀北鈴音,Female,,Main,15-16,156,3279,4262,30813,,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e PV,,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e PV,https://cdn.myanimelist.net/images/characters/12/539069.jpg,false,jikan; anilist
41311,672,Gin,Yorozuya; Mr. Odd Jobs; Shiroyasha; Gin; Gin-chan; Kintoki; Paako; Ginpachi-sensei; Ginnoji; GFundz; Boss; Ginpachi Sakata (坂田銀八); Corpse Eating Demon; White Yaksha; Gin-san; Tokiko; Ginko; Johnny; Danna; Earth Big Brother; Earth dad; 坂田銀時,Male,Yokai/Geist,Main,27,,3253,14781,10408,10408,Hotarubi no Mori e,2011,Hotarubi no Mori e,https://cdn.myanimelist.net/images/characters/2/160251.jpg,false,jikan; anilist
47167,47167,Taichi Mashima,Eyelashes; 真島太一,Male,Elf,Main,12-18,172,3251,1796,10800,10800,Chihayafuru,2011,Chihayafuru,https://cdn.myanimelist.net/images/characters/6/239401.jpg,false,jikan; anilist
24,24,Kaoru Hitachiin,Kao-chan; 常陸院馨,Male,,Main,16,175,3248,1524,853,853,Ouran Koukou Host Club,2006,Ouran Koukou Host Club,https://cdn.myanimelist.net/images/characters/9/48469.jpg,false,jikan; anilist
37687,37687,Haru Yoshida,吉田春,Male,Dämon,Main,17,178,3243,1904,14227,14227,Tonari no Kaibutsu-kun,2012,Tonari no Kaibutsu-kun,https://cdn.myanimelist.net/images/characters/3/183461.jpg,false,jikan; anilist
